ID,Age,Education,Marital_Status,Income,Kids_home,Teens_home,Total_Kids,Customer_type,Amount_Liquor,Amount_Fruits_Veg,Amount_Meat,Amount_Sweets,Amount_Bakery,Total_Purchase,Buyer_Category
1628,42,Graduate,Single,71796,0,0,0,old,354,21,311,167,75,960,Frequent buyer
1630,34,Graduate,Single,61825,0,1,1,old,162,50,100,55,30,424,Frequent buyer
1631,48,PhD,Single,65220,0,0,0,old,890,63,292,,25,1282,Potential buyer
1640,59,Graduate,Single,64587,,1,2,new,66,0,16,0,6,108,Frequent buyer
1646,41,Other,Married,25224,1,0,1,new,4,9,12,11,2,46,Low buyer
1650,53,Other,Married,81843,0,0,0,old,779,86,537,34,69,1643,Potential buyer
1655,34,Graduate,Single,34350,1,0,1,old,16,3,15,2,1,48,Low buyer
1663,35,PhD,Single,34043,1,0,1,old,20,2,14,3,0,49,Low buyer
1665,49,PhD,Single,64140,0,2,2,old,1459,0,61,0,15,1750,Potential buyer
1672,39,PhD,Single,65640,0,1,1,new,204,7,149,20,15,461,Frequent buyer
1676,38,Graduate,Married,43057,0,1,1,old,213,2,44,0,2,266,Frequent buyer
1685,46,PhD,Single,62981,0,0,0,old,796,14,590,38,44,1482,Potential buyer
1710,35,Graduate,Single,30168,1,0,1,old,,20,66,0,12,279,Frequent buyer
1715,35,Graduate,Single,25851,1,0,1,old,9,4,18,7,5,48,Low buyer
1717,25,Graduate,Single,39747,1,,1,new,80,15,93,20,13,273,Frequent buyer
1726,43,Graduate,Single,22585,0,0,0,old,3,9,15,13,2,81,Frequent buyer
1729,52,PhD,Single,66426,0,1,1,old,1043,24,97,32,24,1377,Potential buyer
1734,45,PhD,Single,40706,2,1,3,old,59,0,11,4,2,81,Frequent buyer
1740,69,Graduate,Married,55956,0,0,0,new,760,38,104,50,9,999,Frequent buyer
1743,39,Graduate,Single,69719,0,0,0,new,273,86,208,177,14,801,Frequent buyer
1744,48,Other,Single,23529,0,1,1,old,9,7,13,3,2,54,Low buyer
1745,51,PhD,Single,85696,0,0,0,old,714,76,395,116,0,1313,Potential buyer
1755,25,Other,Single,45204,1,0,1,new,30,11,25,29,1,114,Frequent buyer
1763,25,,Single,87679,0,0,0,old,1259,172,815,97,148,2524,Potential buyer
1764,38,Graduate,Single,33955,1,0,1,old,100,2,128,23,7,270,Frequent buyer
1772,38,PhD,Married,79174,0,0,0,old,1074,37,518,193,92,2043,Potential buyer
1773,35,Other,Married,12393,0,0,0,old,5,6,,11,7,57,Low buyer
1777,33,Other,Married,25965,0,0,,old,2,2,,41,7,74,Frequent buyer
1802,42,Graduate,Married,64795,0,1,1,old,412,5,119,38,29,680,Frequent buyer
1818,42,PhD,Single,29732,1,0,1,new,25,0,8,0,1,38,Low buyer
1826,43,Graduate,Single,84835,0,,0,new,189,104,379,111,189,1190,Potential buyer
1829,52,PhD,Single,54959,0,1,1,old,1148,0,60,0,0,1232,Potential buyer
1833,39,PhD,Single,39190,1,0,1,new,68,8,18,19,8,133,Frequent buyer
1834,35,Other,Single,35544,1,0,1,new,30,5,23,4,1,67,Low buyer
1839,39,Graduate,Single,43322,0,0,0,new,56,7,48,10,2,141,Frequent buyer
1857,61,Graduate,Single,47139,1,1,2,new,46,0,12,0,2,83,Frequent buyer
1859,41,Other,Married,75251,0,0,0,old,721,111,925,97,18,1890,Potential buyer
1867,56,Graduate,Single,64849,0,0,0,old,652,48,350,94,84,1336,Potential buyer
1876,23,Graduate,Married,18929,0,0,0,old,32,0,8,23,4,85,Frequent buyer
1878,28,Other,Married,23148,0,0,0,new,4,6,8,6,3,37,Low buyer
1880,54,PhD,Single,53537,1,1,2,new,81,0,6,0,0,93,Frequent buyer
1890,42,Other,Single,,1,1,2,old,11,1,4,2,0,25,Low buyer
1891,33,Other,Single,78789,0,0,0,old,667,50,850,21,83,1754,Potential buyer
1907,63,Other,Single,63120,0,1,1,old,965,69,279,54,41,1477,Potential buyer
1911,26,Graduate,Single,67430,0,0,0,old,595,97,291,127,133,1364,Potential buyer
1915,62,,Married,78939,0,0,0,old,794,115,243,150,0,1507,Potential buyer
1916,59,Other,Married,45736,0,1,1,old,188,3,180,20,3,437,Frequent buyer
1920,41,Graduate,Married,40321,1,1,2,old,44,4,21,6,0,102,Frequent buyer
1921,46,PhD,Married,59062,2,1,3,old,46,1,12,3,0,71,Frequent buyer
1927,40,Other,Single,69401,0,1,1,new,399,27,159,58,8,690,Frequent buyer
1928,40,Graduate,Married,31814,1,0,1,old,35,3,20,4,1,83,Frequent buyer
1940,27,Graduate,Married,25252,1,0,1,old,1,3,4,2,2,18,Low buyer
1945,51,Graduate,Married,71434,0,1,1,old,711,36,217,172,96,,Potential buyer
1951,32,Other,Married,34445,0,0,0,old,228,122,122,208,129,839,Frequent buyer
1958,40,PhD,Single,55012,0,1,1,new,582,0,65,0,0,660,Frequent buyer
1964,62,Graduate,Single,86610,0,0,0,old,446,107,768,33,196,1603,Potential buyer
1966,48,PhD,Married,84618,0,0,0,old,684,100,801,21,66,1672,Potential buyer
1968,42,Graduate,Single,45684,1,0,1,old,5,1,5,10,0,28,Low buyer
1970,45,Other,,34053,0,1,1,old,63,0,21,7,0,103,Frequent buyer
1987,26,Other,Single,21063,1,0,1,old,1,10,11,19,3,59,Low buyer
1990,39,PhD,Single,63159,0,0,0,old,965,34,586,89,86,1797,Potential buyer
1991,46,Graduate,Single,44931,0,1,1,new,78,0,11,0,0,96,Frequent buyer
1992,49,Graduate,Married,60597,0,1,1,new,522,0,257,32,16,893,Frequent buyer
1993,64,PhD,Married,58607,0,1,1,old,867,0,86,0,0,972,Frequent buyer
1994,30,Graduate,Married,,1,0,1,old,5,5,6,0,2,19,Low buyer
1998,37,Graduate,Single,37697,1,0,1,new,34,,21,11,4,84,Frequent buyer
2002,55,Graduate,Single,71964,0,0,0,old,587,51,932,180,34,1870,Potential buyer
2004,44,Graduate,Single,,0,1,1,old,619,54,260,127,54,1168,Potential buyer
2005,23,Graduate,Married,35765,1,0,1,old,22,3,30,0,5,75,Frequent buyer
2008,35,Graduate,Married,77583,0,0,0,new,372,23,384,250,12,1149,Potential buyer
2021,38,Graduate,Married,61456,0,1,1,old,563,76,384,84,192,1388,Potential buyer
2036,40,PhD,Single,57906,0,1,1,old,243,11,119,10,3,401,Frequent buyer
2055,40,PhD,Single,35860,1,1,2,new,15,0,8,4,2,49,Low buyer
2061,58,Graduate,Married,50737,0,1,1,old,78,0,,0,0,99,Frequent buyer
2066,64,Graduate,Single,38823,0,1,1,old,70,,11,2,8,114,Frequent buyer
2072,44,PhD,Single,53374,0,1,1,old,896,10,101,13,10,1064,Potential buyer
2075,44,Graduate,Married,72460,0,0,0,old,377,10,540,80,30,1047,Potential buyer
2079,66,Other,Married,81044,0,0,0,old,450,26,535,73,98,1208,Potential buyer
2088,41,Graduate,Single,84906,0,0,0,old,997,15,414,99,30,1631,Potential buyer
2098,44,PhD,Married,33581,2,,2,old,11,0,5,0,0,17,Low buyer
2106,39,,Married,20130,0,0,0,new,0,6,3,7,6,34,Low buyer
2109,23,Graduate,Single,96843,0,0,0,old,448,71,951,40,17,1544,Potential buyer
2114,67,PhD,Single,82800,0,0,0,old,1006,22,115,59,68,1315,Potential buyer
2115,56,Graduate,Single,50116,1,1,2,new,54,0,10,0,0,66,Low buyer
2118,49,Other,Married,62905,0,1,1,old,166,75,96,119,107,622,Frequent buyer
2125,54,Graduate,Single,63033,0,0,0,old,194,61,480,225,112,1102,Potential buyer
2130,31,Graduate,Single,45203,2,0,2,new,35,3,67,10,8,147,Frequent buyer
2131,54,PhD,Single,62859,0,1,1,old,1063,89,102,16,12,1307,Potential buyer
2134,61,Graduate,Single,53700,0,1,1,old,263,5,233,69,41,694,Frequent buyer
2139,38,Other,Married,7500,1,0,1,,3,1,10,3,2,31,Low buyer
2147,44,Graduate,Single,76653,0,0,0,old,736,63,946,219,189,2279,Potential buyer
2150,55,PhD,Single,80995,0,1,1,old,860,28,409,73,56,1482,Potential buyer
2154,42,Graduate,Single,30372,1,1,2,old,15,0,12,7,3,44,Low buyer
2156,58,PhD,Married,22554,1,1,2,old,27,0,10,0,0,41,Low buyer
2157,41,Graduate,Single,26290,1,1,2,,15,8,16,11,5,77,Frequent buyer
2162,37,Graduate,Married,56939,0,1,1,old,256,34,103,90,29,561,Frequent buyer
2166,53,Other,Single,46779,1,1,2,old,12,1,3,0,0,23,Low buyer
2173,61,Graduate,Single,40049,0,1,1,old,13,6,7,0,3,32,Low buyer
2174,59,Graduate,Single,46344,1,1,2,new,11,1,6,2,1,27,Low buyer
2176,41,Graduate,Married,80134,1,0,1,old,1218,16,272,104,0,1690,Potential buyer
2181,43,Graduate,Married,70617,0,0,0,old,353,61,753,40,46,1280,Potential buyer
2186,36,Other,Single,82326,0,0,0,new,938,142,754,159,81,2257,Potential buyer
2202,35,Graduate,Single,41154,0,1,1,old,44,2,11,2,3,69,Frequent buyer
2217,38,Other,Married,37284,1,1,2,old,11,1,2,2,1,23,Low buyer
2223,48,Other,Single,64176,0,1,1,old,1215,33,249,64,116,1826,Potential buyer
2225,36,Graduate,Single,82582,0,0,0,new,510,120,550,156,40,1617,Potential buyer
2227,55,Other,Single,26490,0,0,0,old,45,47,52,21,20,210,Frequent buyer
2230,43,PhD,Married,23626,1,0,1,new,27,2,14,0,0,43,Low buyer
2245,44,Other,Married,43641,1,1,2,old,57,2,51,4,2,139,Frequent buyer
2246,48,Other,Married,46891,0,1,,old,43,12,23,29,15,183,Frequent buyer
2253,23,Graduate,Married,18929,0,0,0,old,32,0,8,23,4,85,Frequent buyer
2254,30,Graduate,Married,69520,0,0,0,old,627,120,414,121,80,1455,Potential buyer
2256,40,Other,Married,27159,1,1,2,new,17,0,,0,0,21,Low buyer
2258,27,Graduate,Married,32880,1,0,1,,8,4,15,7,,42,Low buyer
2261,44,Graduate,Married,26304,1,0,1,old,4,1,5,2,0,16,Low buyer
2262,48,Other,Single,45143,0,1,1,old,202,5,74,11,5,311,Frequent buyer
2276,58,Graduate,Single,57959,0,1,1,old,430,16,322,43,24,868,Frequent buyer
2278,28,Other,Single,33812,1,0,1,old,4,17,19,30,24,133,Frequent buyer
2281,43,Graduate,Single,33697,1,0,1,old,4,3,7,0,3,28,Low buyer
2285,59,Other,Single,36634,,1,1,old,213,9,76,4,3,335,Frequent buyer
2286,51,Graduate,Single,50785,1,1,2,old,64,1,21,0,1,114,Frequent buyer
2292,28,Graduate,Single,22327,1,0,1,old,5,4,8,2,0,24,Low buyer
2295,59,PhD,Married,62670,0,1,1,new,539,30,92,80,46,825,Frequent buyer
2296,,Other,Married,37368,1,0,1,old,3,2,11,2,2,30,Low buyer
2304,50,PhD,Single,66313,0,1,1,old,625,7,99,10,22,770,Frequent buyer
2308,59,Graduate,Married,46734,0,1,1,old,110,5,137,26,23,330,Frequent buyer
2315,53,Graduate,Single,58401,0,1,1,,10,0,11,17,29,96,Frequent buyer
2320,35,Other,Married,,0,1,1,old,508,11,59,23,5,635,Frequent buyer
2324,41,Graduate,Single,77044,0,1,1,old,625,38,242,50,34,1065,Potential buyer
2326,23,Graduate,Married,18929,0,0,0,old,32,,8,23,4,85,Frequent buyer
2337,42,Graduate,Single,29819,1,0,1,old,9,1,24,2,1,39,Low buyer
2345,31,PhD,Single,70038,0,0,0,old,587,54,348,71,54,1244,Potential buyer
2350,41,Graduate,Married,59666,1,1,2,old,623,53,178,23,17,1027,Frequent buyer
2371,41,Graduate,Married,33622,1,1,2,old,39,1,22,3,4,81,Frequent buyer
2375,41,Graduate,Single,30261,1,2,3,old,8,0,5,0,3,22,Low buyer
2379,60,Graduate,Single,69267,0,0,0,old,778,44,499,95,73,1635,Potential buyer
2387,61,Other,Single,43776,1,1,2,old,,2,71,3,2,275,Frequent buyer
2392,41,Graduate,Married,40321,1,1,2,old,44,4,21,6,0,102,Frequent buyer
2404,37,Graduate,Married,53359,1,1,2,old,173,4,30,3,6,257,Frequent buyer
2406,64,Graduate,Single,54591,0,1,1,old,376,4,94,12,9,519,Frequent buyer
2407,31,Graduate,Married,69109,0,0,0,old,823,25,459,124,29,1555,Potential buyer
2408,37,Graduate,Married,58597,1,1,2,old,490,0,184,10,28,733,Frequent buyer
2410,44,Graduate,Single,81657,0,0,0,new,364,40,425,158,60,1097,Potential buyer
2415,51,Graduate,Single,62568,0,1,1,new,362,17,398,80,35,953,Frequent buyer
2416,44,PhD,,66582,0,0,0,new,789,25,420,16,38,1288,Potential buyer
2426,49,PhD,Single,78825,0,0,0,old,483,74,114,169,37,895,Frequent buyer
2428,43,Graduate,Married,28164,1,0,1,old,3,18,26,11,8,78,Frequent buyer
2429,59,,Single,72071,0,1,1,old,531,69,300,150,,1338,Potential buyer
2431,23,Graduate,Married,18222,0,0,0,old,12,4,19,12,6,67,Low buyer
2437,24,Graduate,Married,,0,0,0,old,861,138,461,60,30,1611,Potential buyer
2445,39,PhD,Single,28440,1,0,1,old,38,1,24,0,0,63,Low buyer
2447,34,Graduate,Single,30545,1,0,1,old,4,12,15,19,7,69,Frequent buyer
2452,42,Graduate,Single,34600,1,1,2,old,199,33,60,8,3,318,Frequent buyer
2453,53,Graduate,Single,62807,0,1,1,old,526,28,135,10,21,819,Frequent buyer
2456,38,PhD,Married,40233,0,1,1,old,80,4,46,0,17,149,Frequent buyer
2457,38,Other,Married,30801,0,1,1,old,8,4,5,15,2,45,Low buyer
2461,58,Other,Single,51124,1,1,2,old,26,1,11,0,1,43,Low buyer
2471,48,Graduate,Married,61482,0,0,0,new,48,58,68,16,66,299,Frequent buyer
2478,40,Graduate,Married,25410,1,0,1,old,2,2,4,,13,38,Low buyer
2488,57,Other,Single,31395,1,1,2,old,23,1,25,0,8,64,Low buyer
2493,47,Graduate,Married,61286,0,1,1,old,356,0,107,19,9,608,Frequent buyer
2495,39,Other,Married,83891,0,1,1,new,217,38,350,111,,816,Frequent buyer
2499,55,,Single,75342,0,1,1,old,204,97,97,21,118,563,Frequent buyer
2516,44,Other,Married,46831,1,1,2,old,22,2,10,6,4,78,Frequent buyer
2518,27,Other,Single,20491,0,0,0,old,5,4,5,4,2,30,Low buyer
2521,42,Other,Married,35178,1,0,1,old,23,1,13,2,2,59,Low buyer
2525,39,PhD,Married,38410,0,0,0,old,153,64,123,116,64,534,Frequent buyer
2532,26,Other,Single,73454,0,0,0,new,982,73,351,56,14,1651,Potential buyer
2534,60,Graduate,Married,37716,0,1,1,new,97,1,41,6,2,188,Frequent buyer
2535,35,Other,Married,88097,1,0,1,old,163,0,480,0,126,844,Frequent buyer
2541,37,Graduate,Married,24027,1,0,1,old,14,7,11,11,0,48,Low buyer
2544,62,Other,Single,57530,,1,1,old,50,1,27,6,7,92,Frequent buyer
2546,36,Other,Single,31878,0,1,1,new,23,4,5,10,5,70,Frequent buyer
2549,30,PhD,Single,21840,1,0,1,old,17,0,9,0,0,27,Low buyer
2552,58,PhD,Single,55521,1,2,3,old,416,0,26,0,0,446,Frequent buyer
2557,43,Other,Single,29548,1,0,1,old,7,1,6,3,1,29,Low buyer
2561,47,Graduate,Single,63810,0,1,1,old,977,12,,16,12,1371,Potential buyer
2563,52,Other,Married,28249,0,0,0,new,1,9,7,2,14,43,Low buyer
2564,60,Graduate,Single,61278,0,1,1,new,111,3,28,2,6,165,Frequent buyer
2565,58,Other,Single,70638,0,0,0,old,1016,12,215,16,12,1334,Potential buyer
2569,26,Graduate,Married,17323,0,0,0,old,3,14,17,6,1,46,Low buyer
2570,45,Graduate,Single,56534,0,1,1,old,691,7,61,10,0,815,Frequent buyer
2574,36,PhD,Married,61996,0,1,1,old,1050,12,144,0,0,1230,Potential buyer
2579,56,Graduate,Married,71113,0,1,1,old,495,33,255,11,33,,Frequent buyer
2587,41,PhD,Married,29791,1,0,,new,14,0,6,0,0,20,Low buyer
2589,41,Graduate,Single,26759,1,0,1,new,25,3,16,8,5,59,Low buyer
2591,54,Graduate,Single,76320,0,1,1,new,526,35,214,69,53,932,Frequent buyer
2607,60,Graduate,Single,40464,0,1,1,old,424,17,118,7,23,630,Frequent buyer
2611,54,Other,Single,82576,0,0,0,old,1206,,445,168,18,1910,Potential buyer
2612,26,Graduate,Married,75794,0,0,0,old,754,160,625,63,32,1682,Potential buyer
2613,53,Other,Married,54197,0,1,1,new,162,6,37,6,13,237,Frequent buyer
2620,39,PhD,Married,34596,1,0,1,old,14,0,2,0,0,23,Low buyer
2625,59,Other,Single,42607,0,1,1,old,156,29,56,30,32,350,Frequent buyer
2631,31,Graduate,Single,71853,0,0,0,old,358,108,,,97,1149,Potential buyer
2632,59,Graduate,Married,50501,1,1,2,old,297,0,38,13,0,500,Frequent buyer
2634,34,Other,Single,16653,1,0,1,new,5,7,31,15,4,69,Frequent buyer
2639,47,Graduate,Single,,1,1,2,new,19,5,12,10,3,68,Low buyer
2656,42,Graduate,Single,40851,1,1,2,old,23,1,,0,4,59,Low buyer
2661,49,Graduate,Single,18701,1,1,2,,12,4,2,10,6,44,Low buyer
2666,41,Other,,76234,0,1,1,new,519,50,167,130,0,907,Frequent buyer
2669,26,Graduate,Single,74293,0,0,0,new,375,152,335,93,91,1127,Potential buyer
2674,55,Other,Single,75154,0,1,1,old,543,10,205,160,143,1143,Potential buyer
2677,57,Graduate,Single,46097,0,1,1,old,72,24,68,65,4,241,Frequent buyer
2678,23,Graduate,Single,34412,1,0,1,old,52,12,50,4,36,,Frequent buyer
2681,29,Other,Married,65370,0,0,0,old,71,22,112,138,89,461,Frequent buyer
2683,44,Graduate,Married,52413,0,2,2,old,295,106,271,75,98,910,Frequent buyer
2686,44,Other,Single,22390,0,0,0,old,0,1,4,15,1,26,Low buyer
2694,46,Graduate,Married,42664,0,1,1,new,21,0,3,0,0,24,Low buyer
2698,37,Graduate,Single,47025,0,1,1,old,254,7,108,20,0,415,Frequent buyer
2711,37,Other,,30560,1,0,1,old,9,1,5,4,5,31,Low buyer
2712,57,Graduate,Married,71866,0,1,1,old,184,178,178,103,39,715,Frequent buyer
2715,47,Other,Single,29435,1,1,2,old,70,3,37,4,2,180,Frequent buyer
2724,32,Other,Single,36143,1,0,1,new,12,0,1,0,0,19,Low buyer
2727,40,Graduate,Single,57100,0,0,0,old,181,21,69,39,3,409,Frequent buyer
2730,58,Graduate,Single,80317,0,0,0,old,536,11,387,149,91,1231,Potential buyer
2736,35,Graduate,Married,73807,0,1,1,old,366,124,156,71,78,849,Frequent buyer
2740,55,PhD,Single,33438,1,1,2,old,62,1,16,3,2,90,Frequent buyer
2747,25,PhD,Married,67546,,0,0,old,864,134,768,150,38,2126,Potential buyer
2781,32,Graduate,Single,72066,0,0,0,new,1003,34,536,134,51,1792,Potential buyer
2782,52,PhD,Married,54456,0,1,1,old,352,0,27,10,0,,Frequent buyer
2793,37,PhD,Single,70179,0,,1,old,,88,168,69,44,1034,Frequent buyer
2795,55,Other,Single,30523,2,1,3,old,5,0,3,0,0,,Low buyer
2797,36,Graduate,Married,72117,0,1,1,old,707,20,171,65,60,1073,Potential buyer
2798,36,PhD,Single,102160,0,0,0,old,763,29,138,76,176,1240,Potential buyer
2802,27,Other,Married,87000,0,0,0,old,196,25,607,67,17,961,Frequent buyer
2804,38,Other,Single,46098,1,1,2,old,57,0,27,0,0,120,Frequent buyer
2807,44,Graduate,Married,56796,0,1,1,old,656,38,161,62,47,1001,Frequent buyer
2811,50,PhD,Single,48918,1,1,,new,52,0,9,0,0,62,Low buyer
2814,37,Other,Single,30560,1,0,,old,9,1,5,4,5,31,Low buyer
2815,38,Graduate,Married,33183,1,0,1,new,7,5,39,17,15,120,Frequent buyer
2826,46,Graduate,Married,22574,2,1,3,old,25,0,8,2,0,37,Low buyer
2829,58,Graduate,Married,65210,0,1,1,new,626,0,70,0,7,731,Frequent buyer
2831,37,Graduate,Single,78416,0,1,1,new,453,38,279,188,38,1179,Potential buyer
2836,41,PhD,Married,43269,1,0,1,old,10,1,,0,0,19,Low buyer
2849,,,Single,60474,0,1,1,old,265,199,303,234,9,1180,Potential buyer
2853,33,Graduate,Single,51766,1,0,1,new,60,51,,6,20,275,Frequent buyer
2861,30,Graduate,Single,24072,1,0,1,old,9,1,6,3,0,23,Low buyer
2863,43,,Single,,1,2,3,old,738,20,172,52,50,1052,Potential buyer
2868,64,PhD,Single,26518,1,1,2,old,20,1,28,3,3,57,Low buyer
2870,40,Graduate,Married,49094,0,1,1,old,376,0,38,11,8,502,Frequent buyer
2874,25,Other,Single,35388,1,0,1,old,6,4,7,4,3,32,Low buyer
2875,35,Graduate,Married,67023,0,0,0,new,444,44,382,11,8,906,Frequent buyer
2877,39,Other,Single,46014,1,1,2,old,410,0,59,19,,,Frequent buyer
2878,66,PhD,Married,,0,1,1,old,162,31,,8,17,414,Frequent buyer
2882,38,Other,Single,67893,0,1,1,old,711,28,142,49,18,995,Frequent buyer
2886,42,Other,Single,74290,0,1,1,old,1121,0,72,0,12,,Potential buyer
2891,50,Graduate,Single,68118,0,1,1,old,595,23,123,10,23,928,Frequent buyer
2894,28,Graduate,Single,72903,0,0,0,old,1067,138,750,0,19,2013,Potential buyer
2895,50,Graduate,Single,49980,0,1,1,old,104,1,54,13,9,195,Frequent buyer
2902,55,Graduate,Single,,1,1,,old,19,4,12,2,2,45,Low buyer
2909,39,PhD,Married,78128,0,,1,new,934,24,230,16,24,1264,Potential buyer
2918,32,Graduate,Single,28510,1,1,2,old,44,5,19,0,4,91,Frequent buyer
2920,38,PhD,Single,52614,0,,1,old,789,0,142,12,9,990,Frequent buyer
2926,61,Other,Single,55951,0,,1,old,1241,0,80,0,13,1374,Potential buyer
2928,38,PhD,Single,52614,0,1,1,old,789,0,142,12,,990,Frequent buyer
2929,37,Graduate,Single,20180,0,0,0,old,18,42,24,15,20,137,Frequent buyer
2930,35,Other,Single,68092,0,0,0,old,852,60,207,78,36,1281,Potential buyer
2931,35,Graduate,Single,71847,0,0,0,old,737,21,106,,63,1192,Potential buyer
2936,31,Other,Single,23661,1,0,1,old,18,,4,0,0,23,Low buyer
2937,39,PhD,Single,68352,0,1,1,old,614,16,132,43,33,871,Frequent buyer
2939,43,Other,Single,79419,0,0,0,new,751,127,687,20,15,1631,Potential buyer
2942,49,Graduate,Single,45906,0,1,1,old,305,3,27,4,3,486,Frequent buyer
2945,58,PhD,Single,46015,1,1,2,new,38,0,2,0,0,46,Low buyer
2948,59,Other,Single,62637,0,1,1,new,104,12,48,4,12,185,Frequent buyer
2952,36,Other,Single,36273,1,0,1,new,29,3,30,3,2,76,Frequent buyer
2958,35,Graduate,Married,28442,2,0,2,new,19,3,10,11,8,57,Low buyer
2961,31,Graduate,Married,42081,1,0,1,old,175,10,110,54,6,382,Frequent buyer
2963,34,Graduate,Single,75507,0,0,0,new,709,93,374,104,80,1440,Potential buyer
2964,32,Graduate,Married,26872,0,0,0,old,3,10,8,3,16,72,Frequent buyer
2968,70,PhD,Single,48948,0,0,0,old,,8,206,160,49,902,Frequent buyer
2975,37,Graduate,Single,85606,0,1,1,old,717,42,864,219,30,1956,Potential buyer
2980,61,Other,Single,8820,1,1,2,old,12,0,13,4,2,35,Low buyer
2986,37,Graduate,Married,30772,1,1,2,new,,2,4,2,1,20,Low buyer
2995,56,Other,Single,66636,0,0,0,old,291,10,689,84,10,1084,Potential buyer
3005,27,Graduate,Single,83528,0,0,0,new,530,117,678,134,44,1650,Potential buyer
3006,37,Graduate,Single,30992,1,0,1,old,17,0,14,7,3,43,Low buyer
3007,47,Graduate,Single,37758,1,1,2,old,27,2,10,0,0,40,Low buyer
3009,51,PhD,Single,71670,0,0,0,old,1462,16,128,,0,1766,Potential buyer
3010,24,Other,Single,88420,0,0,0,new,957,153,612,99,95,,Potential buyer
3011,48,Graduate,Married,69139,0,1,,new,86,12,75,33,15,227,Frequent buyer
3025,55,Graduate,Single,49967,0,1,1,old,212,6,69,4,12,306,Frequent buyer
3032,29,Graduate,Married,24570,1,0,1,old,,34,62,11,14,193,Frequent buyer
3033,50,Other,Single,38620,0,0,0,old,112,17,44,34,22,318,Frequent buyer
3037,30,PhD,Married,50150,0,0,0,old,135,46,92,65,61,410,Frequent buyer
3050,47,Graduate,Married,54198,1,1,2,old,185,0,28,3,2,235,Frequent buyer
3056,35,Graduate,Single,63693,0,1,1,old,587,43,337,42,87,1150,Potential buyer
3066,38,PhD,Single,61905,0,1,1,new,167,0,43,6,2,231,Frequent buyer
3068,23,Graduate,Married,18351,0,0,,old,1,12,9,0,14,43,Low buyer
3074,29,PhD,Married,70643,0,0,0,old,1218,107,304,23,143,1828,Potential buyer
3075,41,PhD,Married,59973,0,0,0,old,130,30,168,20,34,382,Frequent buyer
3076,38,Graduate,Single,66653,1,1,2,old,452,18,102,16,18,612,Frequent buyer
3081,35,PhD,Married,41014,1,0,1,old,7,2,6,2,0,20,Low buyer
3083,39,Graduate,Married,45837,1,1,2,old,215,13,87,17,,373,Frequent buyer
3091,32,Other,Single,75774,1,0,1,new,340,21,134,258,14,823,Frequent buyer
3099,43,Graduate,Single,44267,1,1,2,old,183,5,65,3,5,310,Frequent buyer
3102,32,Other,Single,19414,1,0,1,old,2,3,,3,5,32,Low buyer
3104,52,Graduate,Single,82332,0,0,0,old,830,59,968,51,79,2006,Potential buyer
3107,37,Graduate,Single,71322,0,1,1,new,121,24,124,24,15,350,Frequent buyer
3112,36,Other,Married,22701,1,0,1,old,2,4,9,0,4,24,Low buyer
3117,58,Graduate,Single,,0,1,1,old,264,0,21,12,6,450,Frequent buyer
3120,32,Graduate,Single,38547,1,0,1,old,6,1,10,0,1,22,Low buyer
3129,30,Graduate,Married,30096,1,0,1,new,5,3,11,12,5,45,Low buyer
3130,49,Graduate,Single,18701,1,1,2,old,12,4,2,10,6,44,Low buyer
3136,51,Other,Single,59432,0,1,1,old,317,25,265,25,19,663,Frequent buyer
3138,57,Graduate,Single,91249,0,0,0,old,1324,27,119,71,108,1676,Potential buyer
3139,31,Other,Single,74116,0,0,0,old,871,111,704,145,55,2052,Potential buyer
3152,56,Graduate,Single,26091,1,1,2,new,15,10,19,8,17,89,Frequent buyer
3153,56,PhD,Single,40737,2,1,3,old,11,0,4,0,0,17,Low buyer
3158,40,Graduate,Married,32300,1,0,1,old,13,3,6,6,5,39,Low buyer
3170,56,Other,Single,68148,0,0,0,old,389,66,408,37,57,1042,Frequent buyer
3174,54,Graduate,Single,87771,0,1,1,old,1492,,287,50,57,1957,Potential buyer
3179,33,Graduate,Single,81741,0,0,0,,249,153,940,58,134,1572,Potential buyer
3182,40,PhD,Single,46854,1,1,2,new,96,1,79,7,1,263,Frequent buyer
3194,39,PhD,Single,71466,0,0,0,new,412,12,546,78,182,1230,Potential buyer
3197,33,Graduate,Married,77353,0,1,1,old,275,59,107,69,101,670,Frequent buyer
3202,26,PhD,Married,51563,0,0,0,old,1166,0,48,0,0,1250,Potential buyer
3220,30,Graduate,Married,39922,1,0,1,,29,12,59,19,1,156,Frequent buyer
3225,29,Other,Married,42207,1,0,1,old,116,11,72,3,17,265,Frequent buyer
3231,40,Graduate,Married,37971,1,0,1,old,5,4,10,2,2,30,Low buyer
3233,48,PhD,Married,62745,0,1,1,old,562,21,464,28,10,1117,Potential buyer
3254,42,Graduate,Married,70886,1,0,1,old,407,70,239,103,88,960,Frequent buyer
3262,55,Graduate,Single,68281,0,0,0,old,995,112,417,42,48,1655,Potential buyer
3265,54,Graduate,Married,35701,0,0,0,old,21,1,,7,3,46,Low buyer
3266,49,Graduate,Married,42523,0,0,0,new,14,36,11,3,26,125,Frequent buyer
3267,50,Other,Single,57288,0,1,1,new,527,0,21,0,0,608,Frequent buyer
3270,35,Other,Single,17117,1,0,1,old,12,23,38,30,18,128,Frequent buyer
3276,,Other,Single,36301,1,0,1,old,11,12,35,3,5,78,Frequent buyer
