date,Appliances,Lighting,T1,RH1,T2,RH2,T3,RH3,T4,RH4,T5,RH5,T6,RH6,T7,RH7,T8,RH8,T9,RH9,Temperature,Pressure,Relative Humidity,Wind speed,Visibility,Tdewpoint,rv1,rv2
1/30/2016 20:40,110,0,22.1,46.7,21.43,43.72,21.36,46.9,20.1,41.56,18.56,54.44,1.86,95.8,16.89,38.88,20.64,47.12,16.29,44,2.83,754.4,88,3.67,28.33,1.07,21.86,21.86
1/30/2016 20:50,100,0,22.13,45.77,21.5,43.46,21.23,46.43,20,41.59,18.83,53.26,1.66,95.53,16.89,38.72,20.69,46.99,16.29,43.9,2.87,754.35,87.5,3.83,28.67,1.03,2.82,2.82
1/30/2016 21:00,110,0,22.2,45.17,21.6,43.06,21.2,46.03,19.93,41.66,19,52.26,1.57,95.69,16.89,38.57,20.75,46.82,16.29,43.77,2.9,754.3,87,4,29,1,12.39,12.39
1/30/2016 21:10,100,0,22.2,44.56,21.6,42.8,21.2,45.77,19.76,41.86,19.15,51.45,1.43,95.5,16.89,38.4,20.79,46.53,16.29,43.56,2.95,754.35,86.5,4.17,29,0.95,19.9,19.9
1/30/2016 21:20,100,0,22.2,44.16,21.6,42.47,21.2,45.43,19.7,42,19.26,50.75,1.36,95.59,16.89,38.25,20.82,46.3,16.29,43.43,3,754.4,86,4.33,29,0.9,5.56,5.56
1/30/2016 21:30,90,0,22.29,43.8,21.6,42.19,21.13,45.29,19.6,41.93,19.38,50.06,1.29,95.8,16.89,38.09,20.89,46.28,16.29,43.26,3.05,754.45,85.5,4.5,29,0.85,21.08,21.08
1/30/2016 21:40,90,0,22.29,43.39,21.63,42,21.1,45.03,19.6,42.13,19.39,49.53,1.39,96.06,16.89,37.95,20.88,46.24,16.29,43.13,3.1,754.5,85,4.67,29,0.8,11.96,11.96
1/30/2016 21:50,90,0,22.2,42.93,21.63,41.86,21.1,44.83,19.5,42.29,19.45,49.13,1.46,96.52,16.9,37.83,20.84,46.35,16.29,42.97,3.15,754.55,84.5,4.83,29,0.75,42.53,42.53
1/30/2016 22:00,90,0,22.2,42.7,21.63,41.7,21.1,44.66,19.39,42.14,19.5,48.75,1.6,96.93,16.93,37.79,20.79,46.38,16.29,42.83,3.2,754.6,84,5,29,0.7,11.35,11.35
1/30/2016 22:10,70,0,22.2,42.53,21.63,41.57,21.1,44.46,19.29,42.09,19.5,48.43,1.8,97.39,16.89,37.78,20.79,46.3,16.29,42.7,3.33,754.62,84.67,5,28.83,0.93,37.39,37.39
1/30/2016 22:20,60,20,22.1,42.36,21.57,41.36,21,44.29,19.2,41.93,19.49,48.22,2.1,97.82,16.89,37.84,20.79,46.37,16.29,42.63,3.47,754.63,85.33,5,28.67,1.17,35.89,35.89
1/30/2016 22:30,70,0,22.1,42.29,21.5,41.03,21,44.29,19.13,41.86,19.33,48.68,2.4,98.12,16.92,38.16,20.79,46.75,16.29,42.96,3.6,754.65,86,5,28.5,1.4,4.76,4.76
1/30/2016 22:40,50,0,22.07,42.19,21.39,40.59,20.89,44.33,19.1,42.07,19.1,49.38,2.5,98.26,16.93,38.45,20.79,47.11,16.37,44.58,3.73,754.67,86.67,5,28.33,1.63,23.96,23.96
1/30/2016 22:50,50,0,22,41.93,21.32,40.66,20.82,44.47,19.1,42.26,18.95,49.93,2.73,98.53,16.96,38.6,20.79,47.46,16.39,45.46,3.87,754.68,87.33,5,28.17,1.87,6.36,6.36
1/30/2016 23:00,50,0,21.89,41.93,21.26,40.76,20.79,44.4,19,42.29,18.83,50.45,2.93,98.73,16.99,38.75,20.79,47.71,16.5,46.16,4,754.7,88,5,28,2.1,13.21,13.21
1/30/2016 23:10,50,0,21.89,42.06,21.2,40.76,20.79,44.4,18.93,42.36,18.73,50.93,3.23,98.93,16.99,38.9,20.81,47.99,16.5,46.36,4.08,754.7,87.83,5,28.17,2.17,11.35,11.35
1/30/2016 23:20,60,0,21.79,42.03,21.17,40.93,20.79,44.4,18.89,42.53,18.66,51.4,3.36,99.06,17,39.05,20.79,47.98,16.5,46.66,4.17,754.7,87.67,5,28.33,2.23,9.23,9.23
1/30/2016 23:30,40,0,21.79,42.09,21.1,41.06,20.79,44.43,18.82,42.59,18.6,51.82,3.5,99.19,16.98,39.16,20.79,48.64,16.5,46.86,4.25,754.7,87.5,5,28.5,2.3,0.86,0.86
1/30/2016 23:40,40,0,21.76,42.09,21,41.13,20.79,44.56,18.79,42.7,18.56,52.22,3.56,99.19,17,39.27,20.79,49.58,16.5,47.03,4.33,754.7,87.33,5,28.67,2.37,46.74,46.74
1/30/2016 23:50,40,0,21.7,42.16,20.92,41.22,20.79,44.53,18.79,42.76,18.5,52.56,3.7,99.3,17,39.36,20.79,49.96,16.5,47.09,4.42,754.7,87.17,5,28.83,2.43,6.05,6.05
1/31/2016 0:00,50,0,21.6,42.09,20.82,41.23,20.79,44.59,18.7,42.93,18.48,52.83,3.76,99.3,17,39.4,20.79,50.19,16.5,47.2,4.5,754.7,87,5,29,2.5,20.32,20.32
1/31/2016 0:10,40,0,21.6,42.16,20.79,41.23,20.79,44.59,18.7,43,18.39,53,3.83,99.33,17,39.41,20.74,50.45,16.5,47.26,4.47,754.73,86.83,4.83,30.83,2.45,39.46,39.46
1/31/2016 0:20,50,0,21.57,42.2,20.73,41.36,20.79,44.59,18.67,43.09,18.38,53.24,3.9,99.4,17,39.49,20.7,50.61,16.5,47.4,4.43,754.77,86.67,4.67,32.67,2.4,5.29,5.29
1/31/2016 0:30,50,0,21.5,42.2,20.67,41.36,20.89,44.7,18.6,43.09,18.31,53.42,3.9,99.4,17,39.5,20.7,50.78,16.5,47.47,4.4,754.8,86.5,4.5,34.5,2.35,17.08,17.08
1/31/2016 0:40,50,0,21.46,42.16,20.6,41.29,20.89,44.7,18.57,43.2,18.29,53.58,3.9,99.33,17,39.5,20.65,50.94,16.6,47.53,4.37,754.83,86.33,4.33,36.33,2.3,16.68,16.68
1/31/2016 0:50,40,0,21.39,42.16,20.57,41.33,20.89,44.7,18.5,43.2,18.27,53.69,4,99.3,17,39.52,20.65,50.96,16.6,47.59,4.33,754.87,86.17,4.17,38.17,2.25,38.72,38.72
1/31/2016 1:00,50,0,21.36,42.2,20.5,41.4,20.89,44.63,18.5,43.23,18.24,53.81,4,99.37,17,39.59,20.63,51.02,16.6,47.73,4.3,754.9,86,4,40,2.2,26.86,26.86
1/31/2016 1:10,40,0,21.29,42.2,20.46,41.4,21,44.59,18.5,43.29,18.2,53.93,4,99.33,17,39.59,20.61,51.01,16.6,47.86,4.18,754.85,86.83,4,40,2.2,39.36,39.36
1/31/2016 1:20,30,0,21.25,42.15,20.39,41.4,21,44.59,18.5,43.36,18.2,54.04,4.05,99.43,17,39.59,20.6,51.05,16.6,47.93,4.07,754.8,87.67,4,40,2.2,39.88,39.88
1/31/2016 1:30,30,0,21.2,42.09,20.29,41.5,20.96,44.53,18.39,43.29,18.17,54.12,4,99.3,17,39.59,20.6,51.01,16.6,48.06,3.95,754.75,88.5,4,40,2.2,11.2,11.2
1/31/2016 1:40,30,0,21.13,42.03,20.29,41.5,20.96,44.33,18.39,43.29,18.11,54.25,3.86,99.13,17,39.59,20.53,51,16.6,48.23,3.83,754.7,89.33,4,40,2.2,23.31,23.31
1/31/2016 1:50,30,0,21.1,42,20.2,41.43,20.89,44.4,18.39,43.29,18.1,54.28,3.73,99,17,39.6,20.5,51.01,16.6,48.4,3.72,754.65,90.17,4,40,2.2,16.12,16.12
1/31/2016 2:00,50,0,21.1,42,20.2,41.5,20.82,44.4,18.39,43.36,18.08,54.33,3.47,98.69,17.02,39.66,20.5,51.11,16.6,48.5,3.6,754.6,91,4,40,2.2,27.23,27.23
1/31/2016 2:10,50,0,21,41.9,20.17,41.53,20.79,44.43,18.39,43.4,18.05,54.36,3.33,98.5,17.01,39.7,20.5,51.22,16.63,48.66,3.67,754.63,91,4,40,2.27,48.58,48.58
1/31/2016 2:20,40,0,21,41.9,20.1,41.59,20.79,44.43,18.32,43.47,18,54.35,3.06,97.87,17,39.7,20.5,51.39,16.7,48.79,3.73,754.67,91,4,40,2.33,7.47,7.47
1/31/2016 2:30,40,0,20.93,41.9,20,41.59,20.79,44.5,18.29,43.5,18,54.4,2.93,97.8,17,39.7,20.43,51.42,16.7,48.9,3.8,754.7,91,4,40,2.4,18.18,18.18
1/31/2016 2:40,50,0,20.93,41.97,20,41.59,20.79,44.53,18.29,43.5,18,54.48,3.07,98.32,17,39.7,20.39,51.55,16.7,48.97,3.87,754.73,91,4,40,2.47,39.36,39.36
1/31/2016 2:50,40,0,20.89,42,20,41.7,20.79,44.59,18.26,43.47,17.95,54.5,3.33,98.73,17.02,39.7,20.39,51.76,16.7,49,3.93,754.77,91,4,40,2.53,29.33,29.33
1/31/2016 3:00,60,0,20.82,41.93,19.92,41.7,20.79,44.59,18.2,43.4,17.91,54.58,3.5,98.93,17,39.7,20.4,52.1,16.7,49.06,4,754.8,91,4,40,2.6,26.99,26.99
1/31/2016 3:10,50,0,20.79,42,19.89,41.7,20.79,44.59,18.2,43.4,17.89,54.62,3.56,99,17.04,39.74,20.47,52.53,16.7,49.09,4.07,754.82,90.83,4,40,2.65,43.69,43.69
1/31/2016 3:20,40,0,20.79,42.06,19.79,41.63,20.82,44.53,18.2,43.4,17.89,54.68,3.63,99.06,17,39.7,20.49,52.74,16.7,49.16,4.13,754.83,90.67,4,40,2.7,38.47,38.47
1/31/2016 3:30,50,0,20.7,42.09,19.79,41.76,20.89,44.53,18.2,43.5,17.89,54.71,3.7,99.19,17,39.7,20.39,52.71,16.7,49.2,4.2,754.85,90.5,4,40,2.75,22.54,22.54
1/31/2016 3:40,40,0,20.7,42.16,19.76,41.79,20.93,44.5,18.2,43.5,17.86,54.71,3.79,99.19,17.02,39.72,20.32,52.62,16.7,49.26,4.27,754.87,90.33,4,40,2.8,46.95,46.95
1/31/2016 3:50,40,0,20.7,42.2,19.7,41.79,21,44.5,18.1,43.5,17.84,54.72,3.86,99.26,17,39.7,20.29,52.53,16.7,49.33,4.33,754.88,90.17,4,40,2.85,27.93,27.93
1/31/2016 4:00,50,0,20.63,42.13,19.7,41.79,21,44.5,18.1,43.5,17.8,54.69,4,99.4,17.05,39.75,20.21,52.33,16.7,49.4,4.4,754.9,90,4,40,2.9,28.55,28.55
1/31/2016 4:10,30,0,20.6,42.2,19.63,41.79,21,44.43,18.1,43.5,17.79,54.68,3.86,99.23,17.05,39.75,20.2,52.27,16.79,49.43,4.4,754.9,90.17,4,40,2.92,5.37,5.37
1/31/2016 4:20,30,0,20.6,42.2,19.6,41.79,21,44.36,18.1,43.52,17.79,54.7,3.79,99.09,17.06,39.83,20.2,52.35,16.79,49.5,4.4,754.9,90.33,4,40,2.93,19.44,19.44
1/31/2016 4:30,30,0,20.5,42.25,19.6,41.79,20.93,44.29,18.1,43.59,17.78,54.7,3.79,99.12,17.04,39.8,20.12,52.47,16.79,49.5,4.4,754.9,90.5,4,40,2.95,48.87,48.87
1/31/2016 4:40,30,0,20.5,42.29,19.5,41.83,20.89,44.29,18,43.5,17.79,54.69,3.79,99.19,17.06,39.79,20.1,52.64,16.79,49.5,4.4,754.9,90.67,4,40,2.97,11.07,11.07
1/31/2016 4:50,50,0,20.5,42.29,19.5,41.97,20.96,44.29,18,43.5,17.79,54.69,3.9,99.33,17.06,39.81,20.1,52.9,16.79,49.5,4.4,754.9,90.83,4,40,2.98,11,11
1/31/2016 5:00,40,0,20.39,42.29,19.5,41.93,21,44.29,18,43.59,17.76,54.63,3.97,99.4,17.06,39.85,20.05,53.06,16.79,49.5,4.4,754.9,91,4,40,3,14.11,14.11
1/31/2016 5:10,40,0,20.39,42.29,19.5,42,21,44.29,18,43.59,17.7,54.59,4.03,99.43,17.07,39.86,20,53.14,16.79,49.5,4.35,754.8,91.5,4,37.67,3.03,5.96,5.96
1/31/2016 5:20,50,0,20.39,42.33,19.39,42,20.89,44.4,18,43.59,17.7,54.59,4.03,99.43,17.04,39.84,20,53.31,16.79,49.63,4.3,754.7,92,4,35.33,3.07,9.01,9.01
1/31/2016 5:30,50,0,20.32,42.4,19.39,42,20.89,44.47,17.93,43.59,17.7,54.59,3.93,99.26,17.06,39.85,20,53.61,16.79,49.7,4.25,754.6,92.5,4,33,3.1,14.22,14.22
1/31/2016 5:40,40,0,20.29,42.4,19.39,42,20.95,44.29,17.89,43.59,17.7,54.59,3.73,99.12,17.03,39.83,19.97,53.81,16.79,49.7,4.2,754.5,93,4,30.67,3.13,32.21,32.21
1/31/2016 5:50,60,0,20.29,42.47,19.32,42,20.89,44.29,17.89,43.66,17.7,54.59,3.66,99.06,17.01,39.8,19.93,54.04,16.79,49.7,4.15,754.4,93.5,4,28.33,3.17,48.02,48.02
1/31/2016 6:00,40,0,20.29,42.5,19.29,42.09,20.89,44.29,17.89,43.7,17.69,54.51,3.53,99,17.05,39.85,19.9,54.07,16.79,49.73,4.1,754.3,94,4,26,3.2,3.55,3.55
1/31/2016 6:10,50,0,20.23,42.43,19.29,42.12,20.89,44.33,17.89,43.7,17.66,54.49,3.47,98.87,17.08,39.88,19.89,53.93,16.79,49.79,4.13,754.3,94.17,4,25.67,3.27,1.9,1.9
1/31/2016 6:20,40,0,20.2,42.5,19.23,42.13,20.89,44.33,17.89,43.7,17.64,54.45,3.4,98.87,17.06,39.85,19.89,53.8,16.82,49.86,4.17,754.3,94.33,4,25.33,3.33,2.02,2.02
1/31/2016 6:30,40,0,20.2,42.63,19.2,42.13,20.86,44.29,17.89,43.76,17.6,54.44,3.53,99.06,17.1,39.9,19.89,53.79,16.89,50,4.2,754.3,94.5,4,25,3.4,20.85,20.85
1/31/2016 6:40,50,0,20.2,42.7,19.2,42.2,20.86,44.43,17.82,43.73,17.6,54.43,3.66,99.26,17.08,39.9,19.84,53.69,16.89,49.93,4.23,754.3,94.67,4,24.67,3.47,12.61,12.61
1/31/2016 6:50,40,0,20.13,42.7,19.2,42.23,20.89,44.5,17.82,43.73,17.6,54.44,3.75,99.25,17.06,39.93,19.79,53.56,16.82,49.93,4.27,754.3,94.83,4,24.33,3.53,5.43,5.43
1/31/2016 7:00,40,0,20.1,42.7,19.2,42.29,20.89,44.5,17.79,43.7,17.6,54.43,3.79,99.3,17.06,39.96,19.79,53.5,16.89,49.97,4.3,754.3,95,4,24,3.6,43.04,43.04
1/31/2016 7:10,40,0,20.1,42.76,19.2,42.29,20.89,44.4,17.79,43.76,17.6,54.42,3.86,99.37,17.06,39.96,19.79,53.5,16.89,49.97,4.38,754.28,94.83,4,24.5,3.65,7.57,7.57
1/31/2016 7:20,30,0,20.03,42.73,19.13,42.29,20.82,44.47,17.79,43.79,17.57,54.4,4,99.4,17.05,39.95,19.79,53.5,16.82,49.83,4.47,754.27,94.67,4,25,3.7,27.44,27.44
1/31/2016 7:30,20,0,20.03,42.73,19.1,42.4,20.79,44.5,17.79,43.79,17.57,54.4,4.06,99.47,17.08,39.98,19.79,53.5,16.82,49.9,4.55,754.25,94.5,4,25.5,3.75,25.54,25.54
1/31/2016 7:40,40,0,20,42.7,19.1,42.47,20.79,44.5,17.79,43.79,17.59,54.4,4.12,99.56,17.08,40,19.79,53.45,16.89,50,4.63,754.23,94.33,4,26,3.8,15.53,15.53
1/31/2016 7:50,40,10,20,42.77,19.1,42.5,20.79,44.5,17.79,43.83,17.55,54.4,4.19,99.5,17.07,40.04,19.79,53.39,16.89,50,4.72,754.22,94.17,4,26.5,3.85,34.15,34.15
1/31/2016 8:00,190,10,20,42.79,19.1,42.5,20.79,44.56,17.73,43.83,17.52,54.32,4.3,99.69,17.03,39.98,19.76,53.25,16.89,50,4.8,754.2,94,4,27,3.9,37.42,37.42
1/31/2016 8:10,150,40,19.96,42.86,19,42.47,20.7,44.56,17.73,43.93,17.5,54.12,4.37,99.69,17,39.88,19.72,52.91,16.89,49.97,4.83,754.22,93.67,4,29.17,3.88,47.63,47.63
1/31/2016 8:20,350,40,19.89,42.93,19,42.4,20.7,44.43,18,44.06,17.52,53.9,4.5,99.8,17,39.79,19.69,52.52,16.89,49.83,4.87,754.23,93.33,4,31.33,3.87,18.13,18.13
1/31/2016 8:30,70,10,19.93,42.86,19,42.29,20.67,44.22,18.56,44.13,17.5,53.71,4.56,99.8,17,39.79,19.65,52.1,16.89,49.56,4.9,754.25,93,4,33.5,3.85,17.31,17.31
1/31/2016 8:40,90,10,20,43,19.07,42.36,20.6,44.03,19.03,43.67,17.5,53.53,4.62,99.83,17,39.79,19.6,51.73,16.89,49.43,4.93,754.27,92.67,4,35.67,3.83,22.71,22.71
1/31/2016 8:50,80,10,20.03,43.43,19.13,42.4,20.6,43.9,19.03,43.26,17.5,53.38,4.76,99.9,16.98,39.78,19.59,51.51,16.89,49.22,4.97,754.28,92.33,4,37.83,3.82,33.44,33.44
1/31/2016 9:00,60,20,20.1,43.56,19.2,42.33,20.6,43.9,18.89,43.2,17.5,53.26,4.93,99.9,16.99,39.78,19.53,51.41,16.89,48.96,5,754.3,92,4,40,3.8,26.45,26.45
1/31/2016 9:10,50,10,20.13,43.53,19.32,42.36,20.53,43.83,18.76,43.2,17.5,53.15,5.06,99.9,16.99,39.72,19.5,51.33,16.89,48.72,5.08,754.25,92.17,4.17,38,3.9,0.14,0.14
1/31/2016 9:20,360,30,20.2,43.53,19.47,42.2,20.5,43.83,18.7,43.2,17.5,53,5.12,99.9,17,39.7,19.5,51.18,16.89,48.46,5.17,754.2,92.33,4.33,36,4,43.09,43.09
1/31/2016 9:30,440,40,20.29,43.19,19.57,41.96,20.5,43.9,18.76,43.46,17.5,52.85,5.19,99.9,16.98,39.7,19.51,51.05,16.79,48.13,5.25,754.15,92.5,4.5,34,4.1,27.84,27.84
1/31/2016 9:40,440,30,20.36,42.93,19.73,41.86,20.5,44,19.22,43.53,17.5,52.73,5.3,99.9,16.98,39.7,19.51,50.91,16.79,47.8,5.33,754.1,92.67,4.67,32,4.2,45.1,45.1
1/31/2016 9:50,450,30,20.5,42.66,19.79,41.66,20.43,43.86,20.02,43.33,17.5,52.63,5.43,99.9,16.92,39.7,19.5,50.9,16.79,47.56,5.42,754.05,92.83,4.83,30,4.3,47.52,47.52
1/31/2016 10:00,440,30,20.5,42.59,19.89,41.63,20.5,43.66,20.62,43.07,17.5,52.51,5.56,99.9,16.92,39.7,19.42,50.82,16.79,47.43,5.5,754,93,5,28,4.4,45.01,45.01
1/31/2016 10:10,140,30,20.5,42.56,19.96,41.5,20.5,43.39,21.33,42.63,17.5,52.36,5.69,99.9,16.92,39.71,19.44,50.84,16.79,47.16,5.58,753.95,93,5,30,4.48,34.7,34.7
1/31/2016 10:20,190,30,20.57,42.5,20.03,41.4,20.5,43.2,21.73,42.3,17.5,52.28,5.83,99.9,16.89,39.74,19.39,50.79,16.79,47.03,5.67,753.9,93,5,32,4.57,41.81,41.81
1/31/2016 10:30,450,10,20.6,42.5,20.03,41.33,20.5,43.2,21.63,42.09,17.5,52.2,6.12,99.9,16.89,39.79,19.41,50.81,16.79,46.86,5.75,753.85,93,5,34,4.65,23.16,23.16
1/31/2016 10:40,360,10,20.67,42.63,20.13,41.36,20.5,43.09,21.3,42.17,17.5,52.11,6.33,99.9,16.89,39.85,19.39,50.78,16.79,46.73,5.83,753.8,93,5,36,4.73,31.45,31.45
1/31/2016 10:50,110,10,20.73,42.56,20.2,41.29,20.5,43.09,20.96,42.2,17.5,52.09,6.53,99.9,16.89,39.92,19.39,50.71,16.79,46.5,5.92,753.75,93,5,38,4.82,21.96,21.96
1/31/2016 11:00,70,10,20.82,42.34,20.23,41.2,20.5,42.97,20.67,42,17.5,52.02,6.59,99.9,16.89,40,19.39,50.75,16.79,46.43,6,753.7,93,5,40,4.9,48.5,48.5
1/31/2016 11:10,130,10,20.96,42.23,20.36,41.13,20.57,42.83,20.53,42.06,17.5,51.95,6.73,99.9,16.89,40.06,19.39,50.88,16.79,46.35,6.1,753.67,92.83,5,40,4.98,13.98,13.98
1/31/2016 11:20,70,10,21.03,41.97,20.5,40.99,20.6,42.7,20.36,42.13,17.5,51.9,6.87,99.9,16.91,40.15,19.39,51.14,16.79,46.26,6.2,753.63,92.67,5,40,5.07,48.97,48.97
1/31/2016 11:30,60,10,21.17,41.69,20.5,40.66,20.6,42.7,20.23,42.2,17.5,51.85,7.06,99.9,16.89,40.2,19.39,51.21,16.79,46.2,6.3,753.6,92.5,5,40,5.15,34.15,34.15
1/31/2016 11:40,140,10,21.23,41.4,20.6,40.47,20.6,42.79,20.07,42.16,17.5,51.76,7.19,99.9,16.89,40.25,19.39,51.3,16.79,46.09,6.4,753.57,92.33,5,40,5.23,45.4,45.4
1/31/2016 11:50,130,10,21.29,41.33,20.67,40.47,20.6,42.79,20,42.09,17.5,51.7,7.3,99.9,16.89,40.31,19.46,51.49,16.79,46.09,6.5,753.53,92.17,5,40,5.32,33.5,33.5
1/31/2016 12:00,210,20,21.29,41.03,20.63,39.9,20.6,42.79,19.89,42.29,17.5,51.62,7.43,99.9,16.89,40.4,19.45,51.3,16.79,46.09,6.6,753.5,92,5,40,5.4,20.65,20.65
1/31/2016 12:10,530,30,21.23,40.43,20.36,39.36,20.53,42.79,19.65,42.1,17.5,51.45,7.5,99.9,16.96,40.52,19.41,50.93,16.79,46.03,6.67,753.37,92.5,5.17,40.67,5.55,46.57,46.57
1/31/2016 12:20,410,40,21.29,40.29,20.43,39.57,20.6,43.2,19.7,42.8,17.5,51.3,7.5,99.9,17,40.63,19.48,50.8,16.79,46,6.73,753.23,93,5.33,41.33,5.7,7.46,7.46
1/31/2016 12:30,480,30,21.29,40.29,20.57,39.63,20.86,44.57,19.76,43,17.54,51.16,7.55,99.9,17,40.97,19.56,50.53,16.79,46,6.8,753.1,93.5,5.5,42,5.85,0.85,0.85
1/31/2016 12:40,410,40,21.32,40.4,20.65,39.75,21.13,45.1,19.89,43.2,17.57,51.02,7.62,99.9,17,41.22,19.62,50.25,16.79,46,6.87,752.97,94,5.67,42.67,6,28.83,28.83
1/31/2016 12:50,320,30,21.46,40.6,20.73,39.9,21.46,45.29,20.03,43.26,17.6,51.07,7.69,99.9,17.03,41.42,19.69,50.12,16.79,46,6.93,752.83,94.5,5.83,43.33,6.15,25.44,25.44
1/31/2016 13:00,310,30,21.6,40.7,20.86,40.03,21.67,45.1,20.2,43.26,17.6,51.09,7.62,99.9,17.09,41.8,19.7,50.01,16.73,46,7,752.7,95,6,44,6.3,14.47,14.47
1/31/2016 13:10,290,10,21.67,40.7,20.89,39.79,21.82,44.6,20.2,43.07,17.6,51.09,7.69,99.9,17.1,41.83,19.78,49.92,16.79,46.06,7.07,752.58,95,6,46.33,6.37,13.82,13.82
1/31/2016 13:20,220,10,21.73,40.59,20.96,39.79,21.89,44.33,20.07,42.86,17.68,51.16,7.87,99.9,17.1,41.9,19.82,49.73,16.79,46.09,7.13,752.47,95,6,48.67,6.43,30.42,30.42
1/31/2016 13:30,130,10,21.79,40.66,21.07,39.83,22.03,44.43,20,42.79,17.68,51.18,8,99.9,17.1,41.9,19.9,49.65,16.73,46.09,7.2,752.35,95,6,51,6.5,19.53,19.53
1/31/2016 13:40,130,10,21.89,40.83,21.2,39.9,22.17,44.36,19.96,42.9,17.69,51.25,8,99.9,17.1,41.93,20,49.79,16.79,46.09,7.27,752.23,95,6,53.33,6.57,14.55,14.55
1/31/2016 13:50,130,20,21.89,40.97,21.32,39.97,21.96,43.97,19.89,43.07,17.7,51.29,8,99.9,17.1,42.01,20.09,50.04,16.79,46.09,7.33,752.12,95,6,55.67,6.63,19.3,19.3
1/31/2016 14:00,130,20,21.93,40.97,21.39,39.9,21.82,43.49,19.82,43.2,17.7,51.29,7.93,99.9,17.1,42.11,20.15,50.2,16.79,46.09,7.4,752,95,6,58,6.7,41.08,41.08
1/31/2016 14:10,120,20,22,40.9,21.5,39.79,21.5,42.97,19.79,43.43,17.7,51.26,8.07,99.9,17.1,42.2,20.24,50.7,16.73,46.16,7.43,751.88,95.33,6.17,55.17,6.77,11.65,11.65
1/31/2016 14:20,90,10,22.1,40.95,21.57,39.79,21.23,42.9,19.79,43.56,17.7,51.29,8.13,99.9,17.1,42.22,20.32,51.41,16.79,46.25,7.47,751.77,95.67,6.33,52.33,6.83,49.29,49.29
1/31/2016 14:30,90,0,22.07,40.76,21.53,39.46,21.1,43.19,19.76,43.63,17.7,51.39,8.13,99.9,17.1,42.28,20.43,51.82,16.79,46.29,7.5,751.65,96,6.5,49.5,6.9,30.77,30.77
1/31/2016 14:40,80,10,21.93,40.43,21.13,38.86,21.1,43.27,19.63,43.7,17.7,51.36,8.1,99.9,17.1,42.42,20.5,51.81,16.79,46.36,7.53,751.53,96.33,6.67,46.67,6.97,41.62,41.62
1/31/2016 14:50,80,0,21.82,40.86,21.03,39.63,21.1,43.16,19.6,43.9,17.7,51.29,8.03,99.9,17.1,42.66,20.5,51.2,16.79,46.4,7.57,751.42,96.67,6.83,43.83,7.03,11.83,11.83
1/31/2016 15:00,90,0,21.89,41.13,21.23,40.16,21.1,43.16,19.53,43.9,17.7,51.39,8.1,99.9,17.1,42.68,20.5,50.76,16.79,46.4,7.6,751.3,97,7,41,7.1,38.55,38.55
1/31/2016 15:10,170,10,22,41.43,21.39,40.57,21.1,43.25,19.5,43.93,17.7,51.53,8.1,99.9,17.1,42.74,20.53,50.54,16.73,46.5,7.68,751.22,97,7,39.33,7.2,2.94,2.94
1/31/2016 15:20,90,0,22.07,41.89,21.46,40.83,21.1,43.29,19.43,44,17.7,51.66,8.1,99.9,17.1,42.97,20.59,50.38,16.73,46.5,7.77,751.13,97,7,37.67,7.3,25.74,25.74
1/31/2016 15:30,110,10,22.1,42.06,21.6,40.9,21.17,43.36,19.39,44.07,17.7,51.72,8.1,99.9,17.35,44.86,20.64,50.45,16.79,46.59,7.85,751.05,97,7,36,7.4,43.05,43.05
1/31/2016 15:40,90,0,22.1,42,21.6,40.83,21.2,43.4,19.39,44.4,17.7,51.74,8.1,99.9,17.89,45.81,20.7,50.55,16.79,46.59,7.93,750.97,97,7,34.33,7.5,49.27,49.27
1/31/2016 15:50,140,0,22.1,42.03,21.6,40.85,21.26,43.47,19.43,44.8,17.7,51.85,8.19,99.9,18.36,45.79,20.76,50.46,16.73,46.7,8.02,750.88,97,7,32.67,7.6,19.84,19.84
1/31/2016 16:00,160,20,22.1,42.16,21.7,41.03,21.29,43.53,19.5,45.13,17.7,51.97,8.26,99.9,18.7,45.56,20.82,50.38,16.73,46.76,8.1,750.8,97,7,31,7.7,23.41,23.41
1/31/2016 16:10,100,10,22.17,42.5,21.7,41.7,21.29,43.66,19.5,45.39,17.7,52.11,8.33,99.9,18.96,45.76,20.91,50.39,16.79,46.83,8.27,750.88,97,7,29.33,7.85,21.03,21.03
1/31/2016 16:20,110,10,22.17,43.63,21.67,42.16,21.39,44.19,19.5,45.8,17.72,52.36,8.46,99.9,19.19,46.24,21,50.34,16.79,46.9,8.43,750.97,97,7,27.67,8,45.78,45.78
1/31/2016 16:30,180,0,22.2,44.23,21.6,42.43,21.46,44.66,19.5,46.63,17.74,52.6,8.63,99.9,19.35,46.46,21.05,50.46,16.79,47,8.6,751.05,97,7,26,8.15,24.12,24.12
1/31/2016 16:40,400,10,22.2,44.16,21.6,42.59,21.5,44.9,19.5,46.76,17.78,52.82,8.76,99.9,19.45,46.25,21.09,50.66,16.79,47.06,8.77,751.13,97,7,24.33,8.3,47.12,47.12
1/31/2016 16:50,130,0,22.17,43.93,21.6,42.59,21.5,44.9,19.5,46.93,17.79,52.93,8.93,99.9,19.48,46,21.11,50.87,16.73,47.23,8.93,751.22,97,7,22.67,8.45,6.21,6.21
